,MSK51,MSK2390
TI1000381_CYTMEM__plas,1,1
R03482__cyto,1,1
EX_C00448__extr,1,1
R05333__cyto,1,1
R04780__cyto,1,1
TR2900215_CYTMEM__plas,1,1
R02867__cyto,1,1
R01655__cyto,1,1
EX_C00137__extr,1,1
T_Succinate_Fumarate_Antiporter__plas,1,1
EX_C00130__extr,1,1
R07937__cyto,1,1
R01310__cyto,1,1
R03005__mito,1,1
R04967__cyto,1,1
R02736__cyto,1,1
TO1000330_CYTMEM__plas,1,1
R00268__mito,1,1
R00100__mito,1,1
R01714__cyto,1,1
TR0015431_CYTMEM__plas,1,1
R02237__cyto,1,1
R00722__cyto,1,1
TO0000412_CYTMEM__plas,1,1
R05202__cyto,1,1
TR2900126_CYTMEM__plas,1,1
T_HistidineResidue_M8424_CytoExtr__plas,1,1
R00729__cyto,0,0
TR0000431_CYTMEM__plas,1,1
R01934__cyto,1,1
TR1000190_CYTMEM__plas,1,1
R00416__cyto,1,1
R00485__cyto,1,1
R00103__cyto,1,1
TR0011765_CYTMEM__plas,1,1
R10117__cyto,1,1
T_Oleoyl_CoA_c00510_CytoPero__plas,1,1
R03090__e_r_,1,1
TR2000056_CYTMEM__plas,0,0
R03102__cyto,1,1
TR0016290_CYTMEM__plas,1,1
R01287__cyto,1,1
R01470__cyto,1,1
R10712__cyto,1,1
TR1001242_CYTMEM__plas,1,1
EX_C04780__extr,1,1
R00130__cyto,1,1
R00100__cyto,1,1
T_L_Glutamate_c00025_CytoMito__plas,1,1
R08771__mito,1,1
EX_C01530__extr,1,1
T__S__Allantoin__plas,1,1
EX_C00794__extr,1,1
R09796__cyto,1,1
TR2002869_CYTMEM__plas,1,1
TR0015531_CYTMEM__plas,1,1
R02144__cyto,1,1
R04568__cyto,1,1
R00261__cyto,1,1
T_Tyrosine_c00082_ExtrCyto__plas,1,1
R00858__cyto,1,1
R00762__cyto,1,1
R01569__cyto,1,1
R08774__mito,1,1
EX_C20890__extr,1,1
R05614__mito,1,1
EX_C00266__extr,1,1
R03444__cyto,1,1
R00885__cyto,1,1
R05052__cyto,1,1
R01068__cyto,1,1
R05553__cyto,1,1
R00480__cyto,1,1
TR2900854_CYTMEM__plas,1,1
TR2900044_CYTMEM__plas,1,1
EX_C08362__extr,1,1
R01652__cyto,1,1
R00724__cyto,1,1
R01218__mito,1,1
EX_C00135__extr,1,1
EX_C01251__extr,1,1
R01843__cyto,1,1
R00483__cyto,1,1
R02053__cyto,1,1
R00418__cyto,1,1
EX_C00132__extr,1,1
R10119__cyto,1,1
TZ2900052_CYTMEM__plas,1,1
T_Ethylamine__plas,1,1
R01845__cyto,1,1
R04711__mito,1,1
TR0002496_CYTMEM__plas,1,1
TR0002885_CYTMEM__plas,1,1
EX_C00075__extr,1,1
TR0000497_CYTMEM__plas,1,1
R03139__cyto,1,1
R03417__cyto,1,1
R00103__mito,1,1
R02332__cyto,1,1
R00667__cyto,1,1
TR0000350_CYTMEM__plas,1,1
R03504__cyto,1,1
R03857__cyto,1,1
TR0001157_CYTMEM__plas,1,1
R01655__mito,1,1
EX_C06103__extr,1,1
T_Fumarate_c00122_MitoCyto__plas,1,1
R00887__cyto,1,1
R01786__cyto,1,1
R01127__cyto,1,1
EX_C00105__extr,1,1
R01931__cyto,1,1
R02055__cyto,1,1
R03260__cyto,1,1
EX_C01194__extr,1,1
R04930__cyto,1,1
EX_C00295__extr,1,1
EX_C00984__extr,1,1
TR2000009_CYTMEM__plas,1,1
R07935__cyto,1,1
R02331__cyto,1,1
R00851__cyto,1,1
R02649__cyto,1,1
R07280__cyto,1,1
TZ2900059_CYTMEM__plas,1,1
R01404__cyto,1,1
EX_C00322__extr,1,1
R00009__cyto,1,1
R01067__cyto,1,1
R08361__cyto,1,1
EX_C01904__extr,1,1
R00351__mito,1,1
R08181__pero,1,1
R09944__mito,1,1
R02422__cyto,1,1
R03291__cyto,1,1
EX_C00043__extr,1,1
R00572__cyto,1,1
R04378__cyto,1,1
R01900__mito,1,1
TR0003178_CYTMEM__plas,1,1
R01716__cyto,1,1
R01158__cyto,1,1
EX_C00101__extr,1,1
R03509__cyto,1,1
TI2000074_CYTMEM__plas,1,1
R04404__mito,1,1
TR0012514_CYTMEM__plas,1,1
R00350__cyto,1,1
R01658__cyto,1,1
TR1003285_CYTMEM__plas,1,1
TR0000878_CYTMEM__plas,1,1
TR2900311_CYTMEM__plas,1,1
EX_C02336__extr,1,1
T_Pyruvate_c00022_CytoMito___plas,1,1
R01061__cyto,1,1
TR0001431_CYTMEM__plas,1,1
R00260__cyto,1,1
T_Ribitol__plas,1,1
R00571__cyto,1,1
TR0000268_CYTMEM__plas,1,1
TR0003396_CYTMEM__plas,1,1
R02051__cyto,1,1
R00578__cyto,1,1
R10092__cyto,1,1
R11231__cyto,1,1
R09944__cyto,1,1
R01216__cyto,1,1
R09077__cyto,1,1
R08362__cyto,1,1
R00351__cyto,1,1
R00139__cyto,1,1
R04065__cyto,1,1
R00267__pero,1,1
EX_C05993__extr,1,1
EX_C00577__extr,1,1
TR0013383_CYTMEM__plas,1,1
R00299__cyto,1,1
TR2900177_CYTMEM__plas,1,1
TR0003641_CYTMEM__plas,1,1
TZ2900041_CYTMEM__plas,1,1
R00509__cyto,1,1
R03947__cyto,1,1
R05641__cyto,1,1
EX_C00044__extr,1,1
TO1009049_CYTMEM__plas,1,1
R08648__mito,1,1
R01715__cyto,1,1
R03508__cyto,1,1
R04620__cyto,1,1
TO1000059_CYTMEM__plas,1,1
EX_C00417__extr,1,1
R00078__cyto,1,1
TR0000028_CYTMEM__plas,1,1
TR0006277_CYTMEM__plas,1,1
EX_C01190__extr,1,1
T_L_Arabinose__plas,1,1
R00357__cyto,1,1
R01561__cyto,1,1
TO1000215_CYTMEM__plas,1,1
R07281__cyto,1,1
R01281__cyto,1,1
R11232__cyto,1,1
R07934__cyto,1,1
R02147__cyto,1,1
R01123__cyto,1,1
R09449__cyto,1,1
EX_C00797__extr,1,1
TO0002511_CYTMEM__plas,1,1
R01939__cyto,1,1
TO1000277_CYTMEM__plas,1,1
T_Linoleate_c01595_PeroCyto__plas,1,1
R08183__pero,1,1
R01936__cyto,1,1
R02702__cyto,1,1
TR0000021_CYTMEM__plas,1,1
R01878__cyto,1,1
R00573__cyto,1,1
R08180__pero,1,1
EX_C00042__extr,1,1
TO1000226_CYTMEM__plas,1,1
TR0012554_CYTMEM__plas,1,1
EX_C00320__extr,1,1
TR2900244_CYTMEM__plas,1,1
R04439__cyto,1,1
R02864__cyto,1,1
EX_C01346__extr,1,1
R04560__cyto,1,1
R08182__pero,1,1
R02425__cyto,1,1
sterol__cyto,1,1
TO1000048_CYTMEM__plas,1,1
EX_C01288__extr,1,1
R10686__cyto,1,1
R00137__mito,1,1
R00575__cyto,1,1
EX_C02112__extr,1,1
R02865__cyto,1,1
EX_C00916__extr,1,1
R01121__cyto,1,1
R00355__cyto,1,1
TR2900876_CYTMEM__plas,1,1
TR0000150_CYTMEM__plas,1,1
TO1000304_CYTMEM__plas,1,1
